Unnamed: 0,Unnamed: 1,Actual Jun 23 vs Budget Jun 23,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,Particulars,Annapurna,,,,,,,,,,Total,,,,,,,Particulars,,Captain Cook,,,
,,Atta,,,,,Salt,,,,,,,,,,,,,,Salt,,,
,INR Cr,"Jun 23
Actual","Jun 23
Budget",Difference,%,,"Jun 23
Actual","Jun 23
Budget",Difference,%,,"Jun 23
Actual","Jun 23
Budget",Difference,%,,,,INR Cr,,"Jun 23
Actual","Jun 23
Budget",Difference,%
,Distribution expenses,0.570857384012517,0.8910634343440255,-0.3202060503315085,-0.359352699246642,,1.4598484532105618,2.039719948784578,-0.5798714955740161,-0.284289760424978,,2.0307058372230786,2.9307833831286034,-0.9000775459055248,-0.30711159039829633,,,,Distribution expenses,,0.47123090023059006,0.31299137913997516,0.1582395210906149,0.5055715001653367
,Total,0.570857384012517,0.8910634343440255,-0.3202060503315085,-0.359352699246642,,1.4598484532105618,2.039719948784578,-0.5798714955740161,-0.284289760424978,,2.0307058372230786,2.9307833831286034,-0.9000775459055248,-0.30711159039829633,,,,Total,,0.47123090023059006,0.31299137913997516,0.1582395210906149,0.5055715001653367
,% of Net Revenue,0.1335,0.11676525883930403,,,,0.3342000000000001,0.3530419263126739,,,,0.23491920678299194,0.2185717217472949,,,,,,% of Net Revenue,,0.3342,0.3342,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Contribution Margin,0.6606637294894827,1.065260300495332,-0.40459657100584934,-0.37981005282719843,,0.5074253610374375,0.27091454947957105,0.23651081155786646,0.8730088952852683,,1.1680890905269186,1.3361748499749035,-0.16808575944798498,-0.12579623052412792,,,,Contribution Margin,,0.31031533121940996,0.18976541166736177,0.12054991955204819,0.6352575977510546
,% of Net Revenue,0.15450200059935118,0.13959207607945565,,,,0.11616380815814174,0.04689084620238683,,,,0.1351286619502172,0.09964913790478963,,,,,,% of Net Revenue,,0.22007763846296816,0.2026241130138922,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,6606637.2948948275,10652603.004953321,,,,5074253.610374375,2709145.4947957103,,,,,,,,,,,,,3103153.3121940996,1897654.1166736176,,
,,6606637.294894826,10652603.00495332,,,,5074253.61037438,2709145.49479571,,,,,,,,,,,,,3103153.3121940996,1897654.1166736186,,
,,0,0,,,,0,0,,,,,,,,,,,,,0,0,,
